HEP Code,HEP Name,Year,State,Cohort,Program,Amount
2201,University of Southern Queensland,2022,QLD,RUN,RSP,4439353
2201,University of Southern Queensland,2022,QLD,RUN,RTP,7807530
3045,University of Tasmania,2022,TAS,non-aligned,RSP,19931136
3045,University of Tasmania,2022,TAS,non-aligned,RTP,25859741
3016,University of Technology Sydney,2022,NSW,ATN,RSP,16601301
3016,University of Technology Sydney,2022,NSW,ATN,RTP,25973884
3043,University of the Sunshine Coast,2022,QLD,RUN,RSP,5170986
3043,University of the Sunshine Coast,2022,QLD,RUN,RTP,6211468
1058,University of Wollongong,2022,NSW,non-aligned,RSP,14169578
1058,University of Wollongong,2022,NSW,non-aligned,RTP,22728971
3007,Victoria University,2022,VIC,non-aligned,RSP,3046763
3007,Victoria University,2022,VIC,non-aligned,RTP,6504162
3004,Western Sydney University,2022,NSW,IRU,RSP,8170072
3004,Western Sydney University,2022,NSW,IRU,RTP,14151147
3006,Australian Catholic University,2021,OTHER,non-aligned,RSP,4930485
3006,Australian Catholic University,2021,OTHER,non-aligned,RTP,3968872
2246,Batchelor Institute of Indigenous Tertiary Education,2021,NT,non-aligned,RSP,295414
2246,Batchelor Institute of Indigenous Tertiary Education,2021,NT,non-aligned,RTP,139526
3003,Bond University ,2021,QLD,non-aligned,RSP,2621800
3003,Bond University ,2021,QLD,non-aligned,RTP,1846509
2200,Central Queensland University,2021,QLD,RUN,RSP,5848951
2200,Central Queensland University,2021,QLD,RUN,RTP,3679941
3001,Charles Darwin University,2021,NT,non-aligned,RSP,21296809
3001,Charles Darwin University,2021,NT,non-aligned,RTP,7766524
3005,Charles Sturt University,2021,NSW,RUN,RSP,6259674
3005,Charles Sturt University,2021,NSW,RUN,RTP,5998381
2236,Curtin University,2021,WA,ATN,RSP,44273982
2236,Curtin University,2021,WA,ATN,RTP,27825644
3030,Deakin University,2021,VIC,ATN,RSP,31893142
3030,Deakin University,2021,VIC,ATN,RTP,20453826
2235,Edith Cowan University,2021,WA,non-aligned,RSP,7399283
2235,Edith Cowan University,2021,WA,non-aligned,RTP,6679659
2154,Federation University Australia,2021,VIC,RUN,RSP,2580270
2154,Federation University Australia,2021,VIC,RUN,RTP,2273755
3029,Flinders University,2021,SA,IRU,RSP,23074252
3029,Flinders University,2021,SA,IRU,RTP,15336016
3032,Griffith University,2021,QLD,IRU,RSP,35660253
3032,Griffith University,2021,QLD,IRU,RTP,25290058
1019,James Cook University,2021,QLD,IRU,RSP,20533182
1019,James Cook University,2021,QLD,IRU,RTP,13828630
3020,La Trobe University,2021,VIC,IRU,RSP,34208263
3020,La Trobe University,2021,VIC,IRU,RTP,19474602
